Unnamed: 0;ELECTRICITY;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
2017-01-01 00:00:00+00:00;1,86E-06;0;0;0;0;0;0,085;0,085;0,66131025;0,17471839;0,0001;0;0,0001
2017-01-01 01:00:00+00:00;1,17E-05;0;0;0;0;0;0,106;0,106;0,57778656;0,17708861;0,0001;0;0,0001
2017-01-01 02:00:00+00:00;1,78E-05;0;0;0;0;0;0,175;0,175;0,5372018;0,18047462;0,0001;0;0,0001
2017-01-01 03:00:00+00:00;2,38E-05;0;0;0;0;0;0,189;0,189;0,50397559;0,17810441;0,0001;0;0,0001
2017-01-01 04:00:00+00:00;3,28E-05;0;0;0;0;0;0,171;0,171;0,47923566;0,19266428;0,0001;0;0,0001
2017-01-01 05:00:00+00:00;6,97E-05;0;4,11E-06;0;0;0;0,174;0,174;0,41835147;0,19537309;0,0001;0;0,0001
2017-01-01 06:00:00+00:00;0,0002784;0;3,01E-05;0;0;0;0,136;0,136;0,37790768;0,19875911;0,0001;0;0,0001
2017-01-01 07:00:00+00:00;0,00036531;0;7,17E-05;0;0;0,019608787;0,074;0,074;0,39995512;0,19334148;0,0001;0,019608787;0,0001
2017-01-01 08:00:00+00:00;0,00030591;0;0,00011994;0;0;0,151837506;0,041;0,041;0,4124731;0,25428976;0,0001;0,151837506;0,0001
2017-01-01 09:00:00+00:00;0,00010434;0;0,0001722;0;0;0,331682712;0,028;0,028;0,44777155;0,23600527;0,0001;0,331682712;0,0001
2017-01-01 10:00:00+00:00;7,56E-05;0;0,00022828;0;0;0,472086383;0,014;0,014;0,50255181;0,17810441;0,0001;0,472086383;0,0001
2017-01-01 11:00:00+00:00;7,58E-05;0;0,00028587;0;0;0,625388592;0,002;0,002;0,55620432;0,20925575;0,0001;0,625388592;0,0001
2017-01-01 12:00:00+00:00;7,55E-05;0;0,00034576;0;0;0,714273527;0;0;0,57623591;0,22381562;0,0001;0,714273527;0,0001
2017-01-01 13:00:00+00:00;7,32E-05;0;0,00037535;0;0;0,778656067;0;0;0,61298633;0,22449282;0,0001;0,778656067;0,0001
2017-01-01 14:00:00+00:00;7,44E-05;0;0,00037612;0;0;0,757732613;0;0;0,59819877;0,440182;0,0001;0,757732613;0,0001
2017-01-01 15:00:00+00:00;7,73E-05;0;0,000369;0;0;0,684486702;0;0;0,63212982;0,4388276;0,0001;0,684486702;0,0001
2017-01-01 16:00:00+00:00;8,04E-05;0;0,00034101;0;0;0,530095116;0;0;0,60788328;0,45948229;0,0001;0,530095116;0,0001
2017-01-01 17:00:00+00:00;0,00010397;0;0,00028548;0;0;0,364573933;0;0;0,57705353;0,73645835;0,0001;0,364573933;0,0001
2017-01-01 18:00:00+00:00;0,00033942;0;0,0002329;0;0;0,194933495;0;0;0,68411891;0,89187646;0,0001;0,194933495;0,0001
2017-01-01 19:00:00+00:00;0,00035041;0;0,00018044;0;0;0,027905761;0;0;0,83120518;0,88273422;0,0001;0,027905761;0,0001
2017-01-01 20:00:00+00:00;9,87E-05;0;0,00012665;0;0;0;0,001;0,001;0,74800572;0,87156037;0,0001;0;0,0001
2017-01-01 21:00:00+00:00;5,18E-05;0;7,79E-05;0;0;0;0,005;0,005;0,62664616;0,79842244;0,0001;0;0,0001
2017-01-01 22:00:00+00:00;3,19E-05;0;3,71E-05;0;0;0;0,014;0,014;0,61278898;0,28713411;0,0001;0;0,0001
2017-01-01 23:00:00+00:00;6,46E-06;0;6,20E-06;0;0;0;0,023;0,023;0,56399987;0,16625336;0,0001;0;0,0001
2017-01-02 00:00:00+00:00;2,01E-06;0;0;0;0;0;0,028;0,028;0,58241032;0,43028638;0,0001;0;0,0001
2017-01-02 01:00:00+00:00;1,18E-05;0;0;0;0;0;0,026;0,026;0,58420062;0,43081121;0,0001;0;0,0001
2017-01-02 02:00:00+00:00;1,76E-05;0;0;0;0;0;0,02;0,02;0,59292655;0,45615553;0,0001;0;0,0001
2017-01-02 03:00:00+00:00;2,39E-05;0;0;0;0;0;0,015;0,015;0,58366494;0,45294727;0,0001;0;0,0001
2017-01-02 04:00:00+00:00;3,22E-05;0;0;0;0;0;0,014;0,014;0,59958026;0,45461489;0,0001;0;0,0001
2017-01-02 05:00:00+00:00;6,91E-05;0;4,24E-06;0;0;0;0,014;0,014;0,61997836;0,45816175;0,0001;0;0,0001
2017-01-02 06:00:00+00:00;0,00027966;0;2,98E-05;0;0;0;0,013;0,013;0,60428859;0,44750426;0,0001;0;0,0001
2017-01-02 07:00:00+00:00;0,00035987;0;7,04E-05;0;0;0,01629063;0,001;0,001;0,58059183;0,41072367;0,0001;0,01629063;0,0001
2017-01-02 08:00:00+00:00;0,00030419;0;0,00011895;0;0;0,193016312;0;0;0,62857742;0,27121984;0,0001;0,193016312;0,0001
2017-01-02 09:00:00+00:00;0,00010763;0;0,00017236;0;0;0,384427534;0;0;0,60772822;0,32641189;0,0001;0,384427534;0,0001
2017-01-02 10:00:00+00:00;7,35E-05;0;0,0002285;0;0;0,546828221;0,002;0,002;0,58930367;0,36535106;0,0001;0,546828221;0,0001
2017-01-02 11:00:00+00:00;7,41E-05;0;0,00028507;0;0;0,687823875;0,002;0,002;0,62330521;0,36298085;0,0001;0,687823875;0,0001
2017-01-02 12:00:00+00:00;7,75E-05;0;0,00034505;0;0;0,771339951;0,001;0,001;0,58628695;0,36704407;0,0001;0,771339951;0,0001
2017-01-02 13:00:00+00:00;7,44E-05;0;0,00037682;0;0;0,774742651;0;0;0,61284537;0,57151708;0,0001;0,774742651;0,0001
2017-01-02 14:00:00+00:00;7,38E-05;0;0,00037382;0;0;0,740789621;0,003;0,003;0,61965413;0,56143522;0,0001;0,740789621;0,0001
2017-01-02 15:00:00+00:00;7,62E-05;0;0,00036809;0;0;0,682339385;0,01;0,01;0,61345153;0,56630262;0,0001;0,682339385;0,0001
2017-01-02 16:00:00+00:00;8,10E-05;0;0,00034154;0;0;0,525564682;0,015;0,015;0,61081542;0,55121792;0,0001;0,525564682;0,0001
2017-01-02 17:00:00+00:00;0,00010487;0;0,00028631;0;0;0,358046956;0,02;0,02;0,55148189;0,78179709;0,0001;0,358046956;0,0001
2017-01-02 18:00:00+00:00;0,00033865;0;0,00023457;0;0;0,160011286;0,038;0,038;0,69223868;0,86619353;0,0001;0,160011286;0,0001
2017-01-02 19:00:00+00:00;0,00035572;0;0,00018062;0;0;0,026023908;0,055;0,055;0,80171463;0,87200055;0,0001;0,026023908;0,0001
2017-01-02 20:00:00+00:00;9,91E-05;0;0,00012762;0;0;0;0,056;0,056;0,76530253;0,86129228;0,0001;0;0,0001
2017-01-02 21:00:00+00:00;5,24E-05;0;7,82E-05;0;0;0;0,057;0,057;0,69992145;0,8636117;0,0001;0;0,0001
