Unnamed: 0;ELECTRICITY;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
2017-01-01 00:00:00+00:00;0.004029464;0.0;0.0;6.77e-06;0.000114155;0.0;0.085;0.085;0.66131025;0.174718395;0.0001;0.0;0.0001
2017-01-01 01:00:00+00:00;0.025322348;0.0;0.0;3.75e-06;0.000114155;0.0;0.106;0.106;0.577786563;0.177088607;0.0001;0.0;0.0001
2017-01-01 02:00:00+00:00;0.038585535;0.0;0.0;2.38e-06;0.000114155;0.0;0.175;0.175;0.537201804;0.180474622;0.0001;0.0;0.0001
2017-01-01 03:00:00+00:00;0.051668781;0.0;0.0;8.3e-06;0.000114155;0.0;0.189;0.189;0.503975588;0.178104411;0.0001;0.0;0.0001
2017-01-01 04:00:00+00:00;0.071203619;0.0;0.0;2.49e-05;0.000114155;0.0;0.171;0.171;0.47923566;0.192664277;0.0001;0.0;0.0001
2017-01-01 05:00:00+00:00;0.151286251;0.0;0.010869755;6.93e-05;0.000114155;0.0;0.174;0.174;0.418351473;0.19537309;0.0001;0.0;0.0001
2017-01-01 06:00:00+00:00;0.604708915;0.0;0.079422681;0.000143;0.000114155;0.031;0.136;0.136;0.377907682;0.198759106;0.0001;0.001;0.0001
2017-01-01 07:00:00+00:00;0.793482127;0.0;0.189320818;0.00019;0.000114155;0.12;0.074;0.074;0.399955117;0.193341481;0.0001;0.011;0.0001
2017-01-01 08:00:00+00:00;0.664464016;0.0;0.316923876;0.000168;0.000114155;0.202;0.041;0.041;0.412473097;0.254289758;0.0001;0.022;0.0001
2017-01-01 09:00:00+00:00;0.22662658;0.0;0.455008082;0.000165;0.000114155;0.293;0.028;0.028;0.447771547;0.236005275;0.0001;0.042;0.0001
2017-01-01 10:00:00+00:00;0.164166608;0.0;0.603190104;0.000179;0.000114155;0.389;0.014;0.014;0.502551809;0.178104411;0.0001;0.081;0.0001
2017-01-01 11:00:00+00:00;0.164729018;0.0;0.755368956;0.000196;0.000114155;0.462;0.002;0.002;0.556204324;0.209255752;0.0001;0.132;0.0001
2017-01-01 12:00:00+00:00;0.164006681;0.0;0.913606336;0.000195;0.000114155;0.483;0.0;0.0;0.576235912;0.223815619;0.0001;0.153;0.0001
2017-01-01 13:00:00+00:00;0.159092636;0.0;0.991795988;0.000185;0.000114155;0.436;0.0;0.0;0.612986334;0.224492823;0.0001;0.114;0.0001
2017-01-01 14:00:00+00:00;0.161557835;0.0;0.993820362;0.000199;0.000114155;0.353;0.0;0.0;0.598198766;0.440182005;0.0001;0.066;0.0001
2017-01-01 15:00:00+00:00;0.167808459;0.0;0.975009621;0.000216;0.000114155;0.229;0.0;0.0;0.632129823;0.438827598;0.0001;0.024;0.0001
2017-01-01 16:00:00+00:00;0.174546378;0.0;0.901054758;0.000224;0.000114155;0.139;0.0;0.0;0.607883283;0.459482293;0.0001;0.01;0.0001
2017-01-01 17:00:00+00:00;0.22583438;0.0;0.754340792;0.000198;0.000114155;0.064;0.0;0.0;0.577053528;0.736458354;0.0001;0.004;0.0001
2017-01-01 18:00:00+00:00;0.73723834;0.0;0.615409002;0.000137;0.000114155;0.003;0.0;0.0;0.684118913;0.891876461;0.0001;0.0;0.0001
2017-01-01 19:00:00+00:00;0.76110703;0.0;0.476791395;9.07e-05;0.000114155;0.0;0.0;0.0;0.831205184;0.88273422;0.0001;0.0;0.0001
2017-01-01 20:00:00+00:00;0.214424549;0.0;0.334645494;6.33e-05;0.000114155;0.0;0.001;0.001;0.748005723;0.871560368;0.0001;0.0;0.0001
2017-01-01 21:00:00+00:00;0.11245545;0.0;0.205893846;4.11e-05;0.000114155;0.0;0.005;0.005;0.626646158;0.798422436;0.0001;0.0;0.0001
2017-01-01 22:00:00+00:00;0.069172959;0.0;0.098004037;2.46e-05;0.000114155;0.0;0.014;0.014;0.612788978;0.287134108;0.0001;0.0;0.0001
2017-01-01 23:00:00+00:00;0.014041183;0.0;0.016389921;8.08e-06;0.000114155;0.0;0.023;0.023;0.563999868;0.166253357;0.0001;0.0;0.0001
2017-01-02 00:00:00+00:00;0.004370637;0.0;0.0;6.77e-06;0.000114155;0.0;0.028;0.028;0.582410322;0.430286377;0.0001;0.0;0.0001
2017-01-02 01:00:00+00:00;0.025728176;0.0;0.0;3.75e-06;0.000114155;0.0;0.026;0.026;0.584200619;0.43081121;0.0001;0.0;0.0001
2017-01-02 02:00:00+00:00;0.038313978;0.0;0.0;2.38e-06;0.000114155;0.0;0.02;0.02;0.592926552;0.45615553;0.0001;0.0;0.0001
2017-01-02 03:00:00+00:00;0.051888232;0.0;0.0;8.3e-06;0.000114155;0.0;0.015;0.015;0.583664939;0.452947275;0.0001;0.0;0.0001
2017-01-02 04:00:00+00:00;0.069926164;0.0;0.0;2.49e-05;0.000114155;0.0;0.014;0.014;0.599580255;0.454614892;0.0001;0.0;0.0001
2017-01-02 05:00:00+00:00;0.149976538;0.0;0.011207359;6.93e-05;0.000114155;0.0;0.014;0.014;0.619978361;0.458161752;0.0001;0.0;0.0001
2017-01-02 06:00:00+00:00;0.607445548;0.0;0.078768797;0.000143;0.000114155;0.032;0.013;0.013;0.604288594;0.447504261;0.0001;0.001;0.0001
2017-01-02 07:00:00+00:00;0.781658869;0.0;0.185893519;0.00019;0.000114155;0.13;0.001;0.001;0.580591832;0.410723668;0.0001;0.013;0.0001
2017-01-02 08:00:00+00:00;0.660717473;0.0;0.314294408;0.000168;0.000114155;0.209;0.0;0.0;0.628577423;0.271219835;0.0001;0.024;0.0001
