Regions;Technologies;Typical_days;Hours;F_t
C2;GENSET_DIESEL;8;15;5.062048997273712e-09
C2;GENSET_DIESEL;8;16;4.899669973492077e-09
C2;GENSET_DIESEL;8;17;4.896631416496941e-09
C2;GENSET_DIESEL;8;18;4.900661494273582e-09
C2;GENSET_DIESEL;8;19;5.280901640266213e-09
C2;GENSET_DIESEL;8;20;5.318643461320499e-09
C2;GENSET_DIESEL;8;21;5.378027193981039e-09
C2;GENSET_DIESEL;8;22;1.777658470120887e-08
C2;GENSET_DIESEL;8;23;1.835260134521095e-08
C2;GENSET_DIESEL;8;24;1.841873176572197e-08
C2;GENSET_DIESEL;9;1;1.657701565041779e-08
C2;GENSET_DIESEL;9;2;1.659886074971277e-08
C2;GENSET_DIESEL;9;3;1.66159352715226e-08
C2;GENSET_DIESEL;9;4;1.662982596810589e-08
C2;GENSET_DIESEL;9;5;1.664214822661478e-08
C2;GENSET_DIESEL;9;6;1.665213081782346e-08
C2;GENSET_DIESEL;9;7;1.665953146073699e-08
C2;GENSET_DIESEL;9;8;1.666386859256842e-08
C2;GENSET_DIESEL;9;9;1.666265436375509e-08
C2;GENSET_DIESEL;9;10;1.665258020538355e-08
C2;GENSET_DIESEL;9;11;1.661037336893104e-08
C2;GENSET_DIESEL;9;12;5.428851524223906e-09
C2;GENSET_DIESEL;9;13;4.612892322412926e-09
C2;GENSET_DIESEL;9;14;4.586171175555433e-09
C2;GENSET_DIESEL;9;15;4.576191397477623e-09
C2;GENSET_DIESEL;9;16;4.572653389068222e-09
C2;GENSET_DIESEL;9;17;4.572035301720974e-09
C2;GENSET_DIESEL;9;18;4.5727317728912e-09
C2;GENSET_DIESEL;9;19;4.577449423933236e-09
C2;GENSET_DIESEL;9;20;4.58748783106718e-09
C2;GENSET_DIESEL;9;21;4.613337235248436e-09
C2;GENSET_DIESEL;9;22;5.301977284524286e-09
C2;GENSET_DIESEL;9;23;1.398700421576429e-08
C2;GENSET_DIESEL;9;24;1.402002027031525e-08
C2;GENSET_DIESEL;10;1;2.309655974404985e-08
C2;GENSET_DIESEL;10;2;2.3139468713747e-08
C2;GENSET_DIESEL;10;3;2.317080552401908e-08
C2;GENSET_DIESEL;10;4;2.319502227833203e-08
C2;GENSET_DIESEL;10;5;2.321513308111542e-08
C2;GENSET_DIESEL;10;6;2.323158152622956e-08
C2;GENSET_DIESEL;10;7;2.324180903559968e-08
C2;GENSET_DIESEL;10;8;2.324582013787208e-08
C2;GENSET_DIESEL;10;9;2.323928310431528e-08
C2;GENSET_DIESEL;10;10;2.321700294318601e-08
C2;GENSET_DIESEL;10;11;2.315271160929772e-08
C2;GENSET_DIESEL;10;12;2.262480346779212e-08
C2;GENSET_DIESEL;10;13;6.936943392985905e-09
C2;GENSET_DIESEL;10;14;6.85774201647218e-09
C2;GENSET_DIESEL;10;15;6.769411335842083e-09
C2;GENSET_DIESEL;10;16;6.741690633330129e-09
C2;GENSET_DIESEL;10;17;6.731414528676772e-09
C2;GENSET_DIESEL;10;18;6.750753413009799e-09
C2;GENSET_DIESEL;10;19;6.78830043111545e-09
C2;GENSET_DIESEL;10;20;6.876704756021335e-09
C2;GENSET_DIESEL;10;21;6.983222656374293e-09
C2;GENSET_DIESEL;10;22;2.384692646761643e-08
C2;GENSET_DIESEL;10;23;2.446180346703894e-08
C2;GENSET_DIESEL;10;24;2.457858386869608e-08
C2;GENSET_DIESEL;11;1;1.363279266868505e-08
C2;GENSET_DIESEL;11;2;1.365055768725341e-08
C2;GENSET_DIESEL;11;3;1.366463432471193e-08
C2;GENSET_DIESEL;11;4;1.367600958344727e-08
C2;GENSET_DIESEL;11;5;1.368636262260242e-08
C2;GENSET_DIESEL;11;6;1.369504827784326e-08
C2;GENSET_DIESEL;11;7;1.370208700226137e-08
C2;GENSET_DIESEL;11;8;1.370615749891286e-08
C2;GENSET_DIESEL;11;9;1.370668128050661e-08
C2;GENSET_DIESEL;11;10;1.370089317475231e-08
C2;GENSET_DIESEL;11;11;1.367454007653795e-08
C2;GENSET_DIESEL;11;12;1.321054576822085e-08
C2;GENSET_DIESEL;11;13;3.959107191786657e-09
C2;GENSET_DIESEL;11;14;3.935790100926708e-09
C2;GENSET_DIESEL;11;15;3.918335557640535e-09
C2;GENSET_DIESEL;11;16;3.626744385960881e-09
C2;GENSET_DIESEL;11;17;3.623940195718446e-09
C2;GENSET_DIESEL;11;18;3.628807034879032e-09
C2;GENSET_DIESEL;11;19;3.921846207699115e-09
C2;GENSET_DIESEL;11;20;3.937569766127189e-09
C2;GENSET_DIESEL;11;21;3.959003067756644e-09
C2;GENSET_DIESEL;11;22;1.225208839652258e-08
C2;GENSET_DIESEL;11;23;1.287444520297408e-08
C2;GENSET_DIESEL;11;24;1.290657478091063e-08
C2;GENSET_DIESEL;12;1;2.315246993536766e-08
C2;GENSET_DIESEL;12;2;2.319683109896641e-08
C2;GENSET_DIESEL;12;3;2.322912408475493e-08
C2;GENSET_DIESEL;12;4;2.325420374150895e-08
C2;GENSET_DIESEL;12;5;2.327516371837425e-08
C2;GENSET_DIESEL;12;6;2.329203547331552e-08
C2;GENSET_DIESEL;12;7;2.330320716618066e-08
C2;GENSET_DIESEL;12;8;2.330793217211823e-08
C2;GENSET_DIESEL;12;9;2.330247036405282e-08
C2;GENSET_DIESEL;12;10;2.327945488284566e-08
C2;GENSET_DIESEL;12;11;2.321202570098294e-08
C2;GENSET_DIESEL;12;12;2.263668251157012e-08
C2;GENSET_DIESEL;12;13;7.045523698546455e-09
C2;GENSET_DIESEL;12;14;6.965386443392053e-09
C2;GENSET_DIESEL;12;15;6.865204575323546e-09
C2;GENSET_DIESEL;12;16;6.81808461749156e-09
C2;GENSET_DIESEL;12;17;6.800871041219954e-09
C2;GENSET_DIESEL;12;18;6.83073817306579e-09
C2;GENSET_DIESEL;12;19;6.879404156432939e-09
C2;GENSET_DIESEL;12;20;6.974453238407614e-09
C2;GENSET_DIESEL;12;21;7.049795467057358e-09
C2;GENSET_DIESEL;12;22;2.295033553252737e-08
C2;GENSET_DIESEL;12;23;2.366754711960093e-08
C2;GENSET_DIESEL;12;24;2.378694723413089e-08
C2;GENSET_DIESEL;13;1;4.302253676787449e-08
C2;GENSET_DIESEL;13;2;4.314042943276312e-08
C2;GENSET_DIESEL;13;3;4.323907717428257e-08
C2;GENSET_DIESEL;13;4;4.332803468314506e-08
C2;GENSET_DIESEL;13;5;4.341293729059122e-08
C2;GENSET_DIESEL;13;6;4.349499244614524e-08
C2;GENSET_DIESEL;13;7;4.35706742679559e-08
C2;GENSET_DIESEL;13;8;4.363888281375895e-08
C2;GENSET_DIESEL;13;9;4.369793604497684e-08
C2;GENSET_DIESEL;13;10;4.375126840314234e-08
C2;GENSET_DIESEL;13;11;4.378950416579402e-08
C2;GENSET_DIESEL;13;12;4.355079528140749e-08
C2;GENSET_DIESEL;13;13;2.706041235515762e-08
C2;GENSET_DIESEL;13;14;2.685997243703416e-08
C2;GENSET_DIESEL;13;15;2.669405787565885e-08
C2;GENSET_DIESEL;13;16;2.558182452000888e-08
C2;GENSET_DIESEL;13;17;2.550703731422969e-08
C2;GENSET_DIESEL;13;18;2.673008325969191e-08
C2;GENSET_DIESEL;13;19;2.695033669685602e-08
C2;GENSET_DIESEL;13;20;2.708125997698828e-08
C2;GENSET_DIESEL;13;21;2.7955652367418e-08
C2;GENSET_DIESEL;13;22;4.448927627382589e-08
C2;GENSET_DIESEL;13;23;4.518959607567249e-08
C2;GENSET_DIESEL;13;24;4.533249281922944e-08
C2;GENSET_DIESEL;14;1;1.429460816362986e-07
C2;GENSET_DIESEL;14;2;1.433111464253215e-07
C2;GENSET_DIESEL;14;3;1.436556934128605e-07
C2;GENSET_DIESEL;14;4;1.439892102848017e-07
C2;GENSET_DIESEL;14;5;1.443130146265023e-07
C2;GENSET_DIESEL;14;6;1.446342837656415e-07
C2;GENSET_DIESEL;14;7;1.449372110284204e-07
C2;GENSET_DIESEL;14;8;1.452267645493303e-07
C2;GENSET_DIESEL;14;9;1.454774053612729e-07
C2;GENSET_DIESEL;14;10;1.456726802851188e-07
C2;GENSET_DIESEL;14;11;1.458228055601867e-07
C2;GENSET_DIESEL;14;12;1.451662929425958e-07
C2;GENSET_DIESEL;14;13;5.761683525908986e-08
C2;GENSET_DIESEL;14;14;5.734593526493823e-08
C2;GENSET_DIESEL;14;15;5.718456537254903e-08
C2;GENSET_DIESEL;14;16;5.733858824675284e-08
C2;GENSET_DIESEL;14;17;5.742079299101352e-08
C2;GENSET_DIESEL;14;18;5.767698132207964e-08
C2;GENSET_DIESEL;14;19;5.807270342040571e-08
C2;GENSET_DIESEL;14;20;5.988912556647867e-08
C2;GENSET_DIESEL;14;21;1.074073845354692e-07
C2;GENSET_DIESEL;14;22;1.458380173275294e-07
C2;GENSET_DIESEL;14;23;1.466457929929228e-07
C2;GENSET_DIESEL;14;24;1.467363280598103e-07
C2;GENSET_DIESEL;15;1;2.780656730718726e-08
C2;GENSET_DIESEL;15;2;2.78665907241042e-08
C2;GENSET_DIESEL;15;3;2.791041952676402e-08
C2;GENSET_DIESEL;15;4;2.79436919795916e-08
C2;GENSET_DIESEL;15;5;2.79712714353548e-08
C2;GENSET_DIESEL;15;6;2.799365513999227e-08
C2;GENSET_DIESEL;15;7;2.800787177794193e-08
C2;GENSET_DIESEL;15;8;2.801336089407172e-08
C2;GENSET_DIESEL;15;9;2.80064793816517e-08
C2;GENSET_DIESEL;15;10;2.797980174148953e-08
C2;GENSET_DIESEL;15;11;2.790115521548474e-08
C2;GENSET_DIESEL;15;12;2.748881393158915e-08
C2;GENSET_DIESEL;15;13;1.047412279961423e-08
C2;GENSET_DIESEL;15;14;1.027351849441186e-08
C2;GENSET_DIESEL;15;15;9.515919838478702e-09
C2;GENSET_DIESEL;15;16;8.532551176694172e-09
C2;GENSET_DIESEL;15;17;8.52388124043936e-09
C2;GENSET_DIESEL;15;18;8.71797235211286e-09
C2;GENSET_DIESEL;15;19;1.015423436424266e-08
C2;GENSET_DIESEL;15;20;1.034354568347544e-08
C2;GENSET_DIESEL;15;21;1.057159676007573e-08
C2;GENSET_DIESEL;15;22;2.78647826742346e-08
C2;GENSET_DIESEL;15;23;2.850373748646351e-08
C2;GENSET_DIESEL;15;24;2.86644980883492e-08
C2;GENSET_DIESEL;16;1;1.860418177272997e-08
C2;GENSET_DIESEL;16;2;1.863577932184197e-08
C2;GENSET_DIESEL;16;3;1.865980171758449e-08
C2;GENSET_DIESEL;16;4;1.86789475981956e-08
C2;GENSET_DIESEL;16;5;1.869551691676167e-08
C2;GENSET_DIESEL;16;6;1.870915562809891e-08
C2;GENSET_DIESEL;16;7;1.871943706195932e-08
C2;GENSET_DIESEL;16;8;1.872546389494029e-08
C2;GENSET_DIESEL;16;9;1.872550799262641e-08
C2;GENSET_DIESEL;16;10;1.871611357794528e-08
C2;GENSET_DIESEL;16;11;1.867976602793404e-08
C2;GENSET_DIESEL;16;12;1.847831824529094e-08
C2;GENSET_DIESEL;16;13;9.888997221219768e-09
C2;GENSET_DIESEL;16;14;9.766523840546118e-09
C2;GENSET_DIESEL;16;15;9.540164749098605e-09
C2;GENSET_DIESEL;16;16;5.565609931566157e-09
C2;GENSET_DIESEL;16;17;5.546400981484715e-09
C2;GENSET_DIESEL;16;18;5.733981156547157e-09
C2;GENSET_DIESEL;16;19;9.677603354210903e-09
C2;GENSET_DIESEL;16;20;9.794092387330526e-09
C2;GENSET_DIESEL;16;21;9.921693821134249e-09
C2;GENSET_DIESEL;16;22;1.861876013524137e-08
C2;GENSET_DIESEL;16;23;1.897492933014401e-08
C2;GENSET_DIESEL;16;24;1.905430684426832e-08
C2;GEOTHERMAL;1;1;0.0
C2;GEOTHERMAL;1;2;0.0
C2;GEOTHERMAL;1;3;0.0
C2;GEOTHERMAL;1;4;0.0
C2;GEOTHERMAL;1;5;0.0
C2;GEOTHERMAL;1;6;0.0
C2;GEOTHERMAL;1;7;0.0
C2;GEOTHERMAL;1;8;0.0
C2;GEOTHERMAL;1;9;0.0
C2;GEOTHERMAL;1;10;0.0
C2;GEOTHERMAL;1;11;0.0
C2;GEOTHERMAL;1;12;0.0
C2;GEOTHERMAL;1;13;0.0
C2;GEOTHERMAL;1;14;0.0
C2;GEOTHERMAL;1;15;0.0
C2;GEOTHERMAL;1;16;0.0
C2;GEOTHERMAL;1;17;0.0
C2;GEOTHERMAL;1;18;0.0
C2;GEOTHERMAL;1;19;0.0
C2;GEOTHERMAL;1;20;0.0
C2;GEOTHERMAL;1;21;0.0
C2;GEOTHERMAL;1;22;0.0
C2;GEOTHERMAL;1;23;0.0
C2;GEOTHERMAL;1;24;0.0
C2;GEOTHERMAL;2;1;0.0
C2;GEOTHERMAL;2;2;0.0
C2;GEOTHERMAL;2;3;0.0
C2;GEOTHERMAL;2;4;0.0
C2;GEOTHERMAL;2;5;0.0
C2;GEOTHERMAL;2;6;0.0
C2;GEOTHERMAL;2;7;0.0
C2;GEOTHERMAL;2;8;0.0
C2;GEOTHERMAL;2;9;0.0
C2;GEOTHERMAL;2;10;0.0
C2;GEOTHERMAL;2;11;0.0
C2;GEOTHERMAL;2;12;0.0
C2;GEOTHERMAL;2;13;0.0
C2;GEOTHERMAL;2;14;0.0
C2;GEOTHERMAL;2;15;0.0
C2;GEOTHERMAL;2;16;0.0
C2;GEOTHERMAL;2;17;0.0
C2;GEOTHERMAL;2;18;0.0
C2;GEOTHERMAL;2;19;0.0
C2;GEOTHERMAL;2;20;0.0
C2;GEOTHERMAL;2;21;0.0
C2;GEOTHERMAL;2;22;0.0
C2;GEOTHERMAL;2;23;0.0
C2;GEOTHERMAL;2;24;0.0
C2;GEOTHERMAL;3;1;0.0
C2;GEOTHERMAL;3;2;0.0
C2;GEOTHERMAL;3;3;0.0
C2;GEOTHERMAL;3;4;0.0
C2;GEOTHERMAL;3;5;0.0
C2;GEOTHERMAL;3;6;0.0
C2;GEOTHERMAL;3;7;0.0
C2;GEOTHERMAL;3;8;0.0
C2;GEOTHERMAL;3;9;0.0
C2;GEOTHERMAL;3;10;0.0
C2;GEOTHERMAL;3;11;0.0
C2;GEOTHERMAL;3;12;0.0
C2;GEOTHERMAL;3;13;0.0
C2;GEOTHERMAL;3;14;0.0
C2;GEOTHERMAL;3;15;0.0
C2;GEOTHERMAL;3;16;0.0
C2;GEOTHERMAL;3;17;0.0
C2;GEOTHERMAL;3;18;0.0
C2;GEOTHERMAL;3;19;0.0
C2;GEOTHERMAL;3;20;0.0
C2;GEOTHERMAL;3;21;0.0
C2;GEOTHERMAL;3;22;0.0
C2;GEOTHERMAL;3;23;0.0
C2;GEOTHERMAL;3;24;0.0
C2;GEOTHERMAL;4;1;0.0
C2;GEOTHERMAL;4;2;0.0
C2;GEOTHERMAL;4;3;0.0
C2;GEOTHERMAL;4;4;0.0
C2;GEOTHERMAL;4;5;0.0
C2;GEOTHERMAL;4;6;0.0
C2;GEOTHERMAL;4;7;0.0
C2;GEOTHERMAL;4;8;0.0
C2;GEOTHERMAL;4;9;0.0
C2;GEOTHERMAL;4;10;0.0
C2;GEOTHERMAL;4;11;0.0
C2;GEOTHERMAL;4;12;0.0
C2;GEOTHERMAL;4;13;0.0
C2;GEOTHERMAL;4;14;0.0
C2;GEOTHERMAL;4;15;0.0
C2;GEOTHERMAL;4;16;0.0
C2;GEOTHERMAL;4;17;0.0
C2;GEOTHERMAL;4;18;0.0
C2;GEOTHERMAL;4;19;0.0
C2;GEOTHERMAL;4;20;0.0
C2;GEOTHERMAL;4;21;0.0
C2;GEOTHERMAL;4;22;0.0
C2;GEOTHERMAL;4;23;0.0
C2;GEOTHERMAL;4;24;0.0
C2;GEOTHERMAL;5;1;0.0
C2;GEOTHERMAL;5;2;0.0
C2;GEOTHERMAL;5;3;0.0
C2;GEOTHERMAL;5;4;0.0
C2;GEOTHERMAL;5;5;0.0
C2;GEOTHERMAL;5;6;0.0
C2;GEOTHERMAL;5;7;0.0
C2;GEOTHERMAL;5;8;0.0
C2;GEOTHERMAL;5;9;0.0
C2;GEOTHERMAL;5;10;0.0
C2;GEOTHERMAL;5;11;0.0
C2;GEOTHERMAL;5;12;0.0
C2;GEOTHERMAL;5;13;0.0
C2;GEOTHERMAL;5;14;0.0
C2;GEOTHERMAL;5;15;0.0
C2;GEOTHERMAL;5;16;0.0
C2;GEOTHERMAL;5;17;0.0
C2;GEOTHERMAL;5;18;0.0
C2;GEOTHERMAL;5;19;0.0
C2;GEOTHERMAL;5;20;0.0
C2;GEOTHERMAL;5;21;0.0
C2;GEOTHERMAL;5;22;0.0
C2;GEOTHERMAL;5;23;0.0
C2;GEOTHERMAL;5;24;0.0
C2;GEOTHERMAL;6;1;0.0
C2;GEOTHERMAL;6;2;0.0
C2;GEOTHERMAL;6;3;0.0
C2;GEOTHERMAL;6;4;0.0
C2;GEOTHERMAL;6;5;0.0
C2;GEOTHERMAL;6;6;0.0
C2;GEOTHERMAL;6;7;0.0
C2;GEOTHERMAL;6;8;0.0
C2;GEOTHERMAL;6;9;0.0
C2;GEOTHERMAL;6;10;0.0
C2;GEOTHERMAL;6;11;0.0
C2;GEOTHERMAL;6;12;0.0
C2;GEOTHERMAL;6;13;0.0
C2;GEOTHERMAL;6;14;0.0
C2;GEOTHERMAL;6;15;0.0
C2;GEOTHERMAL;6;16;0.0
C2;GEOTHERMAL;6;17;0.0
C2;GEOTHERMAL;6;18;0.0
C2;GEOTHERMAL;6;19;0.0
C2;GEOTHERMAL;6;20;0.0
C2;GEOTHERMAL;6;21;0.0
C2;GEOTHERMAL;6;22;0.0
C2;GEOTHERMAL;6;23;0.0
C2;GEOTHERMAL;6;24;0.0
C2;GEOTHERMAL;7;1;0.0
C2;GEOTHERMAL;7;2;0.0
C2;GEOTHERMAL;7;3;0.0
C2;GEOTHERMAL;7;4;0.0
C2;GEOTHERMAL;7;5;0.0
C2;GEOTHERMAL;7;6;0.0
C2;GEOTHERMAL;7;7;0.0
C2;GEOTHERMAL;7;8;0.0
C2;GEOTHERMAL;7;9;0.0
C2;GEOTHERMAL;7;10;0.0
C2;GEOTHERMAL;7;11;0.0
C2;GEOTHERMAL;7;12;0.0
C2;GEOTHERMAL;7;13;0.0
C2;GEOTHERMAL;7;14;0.0
C2;GEOTHERMAL;7;15;0.0
C2;GEOTHERMAL;7;16;0.0
C2;GEOTHERMAL;7;17;0.0
C2;GEOTHERMAL;7;18;0.0
C2;GEOTHERMAL;7;19;0.0
C2;GEOTHERMAL;7;20;0.0
C2;GEOTHERMAL;7;21;0.0
C2;GEOTHERMAL;7;22;0.0
C2;GEOTHERMAL;7;23;0.0
C2;GEOTHERMAL;7;24;0.0
C2;GEOTHERMAL;8;1;0.0
C2;GEOTHERMAL;8;2;0.0
C2;GEOTHERMAL;8;3;0.0
C2;GEOTHERMAL;8;4;0.0
C2;GEOTHERMAL;8;5;0.0
C2;GEOTHERMAL;8;6;0.0
C2;GEOTHERMAL;8;7;0.0
C2;GEOTHERMAL;8;8;0.0
C2;GEOTHERMAL;8;9;0.0
C2;GEOTHERMAL;8;10;0.0
C2;GEOTHERMAL;8;11;0.0
C2;GEOTHERMAL;8;12;0.0
C2;GEOTHERMAL;8;13;0.0
C2;GEOTHERMAL;8;14;0.0
C2;GEOTHERMAL;8;15;0.0
C2;GEOTHERMAL;8;16;0.0
C2;GEOTHERMAL;8;17;0.0
C2;GEOTHERMAL;8;18;0.0
C2;GEOTHERMAL;8;19;0.0
C2;GEOTHERMAL;8;20;0.0
C2;GEOTHERMAL;8;21;0.0
C2;GEOTHERMAL;8;22;0.0
C2;GEOTHERMAL;8;23;0.0
C2;GEOTHERMAL;8;24;0.0
C2;GEOTHERMAL;9;1;0.0
C2;GEOTHERMAL;9;2;0.0
C2;GEOTHERMAL;9;3;0.0
C2;GEOTHERMAL;9;4;0.0
C2;GEOTHERMAL;9;5;0.0
C2;GEOTHERMAL;9;6;0.0
C2;GEOTHERMAL;9;7;0.0
C2;GEOTHERMAL;9;8;0.0
C2;GEOTHERMAL;9;9;0.0
C2;GEOTHERMAL;9;10;0.0
C2;GEOTHERMAL;9;11;0.0
C2;GEOTHERMAL;9;12;0.0
C2;GEOTHERMAL;9;13;0.0
C2;GEOTHERMAL;9;14;0.0
C2;GEOTHERMAL;9;15;0.0
C2;GEOTHERMAL;9;16;0.0
C2;GEOTHERMAL;9;17;0.0
C2;GEOTHERMAL;9;18;0.0
C2;GEOTHERMAL;9;19;0.0
C2;GEOTHERMAL;9;20;0.0
C2;GEOTHERMAL;9;21;0.0
C2;GEOTHERMAL;9;22;0.0
C2;GEOTHERMAL;9;23;0.0
C2;GEOTHERMAL;9;24;0.0
C2;GEOTHERMAL;10;1;0.0
C2;GEOTHERMAL;10;2;0.0
C2;GEOTHERMAL;10;3;0.0
C2;GEOTHERMAL;10;4;0.0
C2;GEOTHERMAL;10;5;0.0
C2;GEOTHERMAL;10;6;0.0
C2;GEOTHERMAL;10;7;0.0
C2;GEOTHERMAL;10;8;0.0
C2;GEOTHERMAL;10;9;0.0
C2;GEOTHERMAL;10;10;0.0
C2;GEOTHERMAL;10;11;0.0
C2;GEOTHERMAL;10;12;0.0
C2;GEOTHERMAL;10;13;0.0
C2;GEOTHERMAL;10;14;0.0
C2;GEOTHERMAL;10;15;0.0
C2;GEOTHERMAL;10;16;0.0
C2;GEOTHERMAL;10;17;0.0
C2;GEOTHERMAL;10;18;0.0
C2;GEOTHERMAL;10;19;0.0
C2;GEOTHERMAL;10;20;0.0
C2;GEOTHERMAL;10;21;0.0
C2;GEOTHERMAL;10;22;0.0
C2;GEOTHERMAL;10;23;0.0
C2;GEOTHERMAL;10;24;0.0
C2;GEOTHERMAL;11;1;0.0
C2;GEOTHERMAL;11;2;0.0
C2;GEOTHERMAL;11;3;0.0
C2;GEOTHERMAL;11;4;0.0
C2;GEOTHERMAL;11;5;0.0
C2;GEOTHERMAL;11;6;0.0
C2;GEOTHERMAL;11;7;0.0
C2;GEOTHERMAL;11;8;0.0
C2;GEOTHERMAL;11;9;0.0
C2;GEOTHERMAL;11;10;0.0
C2;GEOTHERMAL;11;11;0.0
C2;GEOTHERMAL;11;12;0.0
C2;GEOTHERMAL;11;13;0.0
C2;GEOTHERMAL;11;14;0.0
C2;GEOTHERMAL;11;15;0.0
C2;GEOTHERMAL;11;16;0.0
C2;GEOTHERMAL;11;17;0.0
C2;GEOTHERMAL;11;18;0.0
C2;GEOTHERMAL;11;19;0.0
C2;GEOTHERMAL;11;20;0.0
C2;GEOTHERMAL;11;21;0.0
C2;GEOTHERMAL;11;22;0.0
C2;GEOTHERMAL;11;23;0.0
C2;GEOTHERMAL;11;24;0.0
C2;GEOTHERMAL;12;1;0.0
C2;GEOTHERMAL;12;2;0.0
C2;GEOTHERMAL;12;3;0.0
C2;GEOTHERMAL;12;4;0.0
C2;GEOTHERMAL;12;5;0.0
C2;GEOTHERMAL;12;6;0.0
C2;GEOTHERMAL;12;7;0.0
C2;GEOTHERMAL;12;8;0.0
C2;GEOTHERMAL;12;9;0.0
C2;GEOTHERMAL;12;10;0.0
C2;GEOTHERMAL;12;11;0.0
C2;GEOTHERMAL;12;12;0.0
C2;GEOTHERMAL;12;13;0.0
C2;GEOTHERMAL;12;14;0.0
C2;GEOTHERMAL;12;15;0.0
C2;GEOTHERMAL;12;16;0.0
C2;GEOTHERMAL;12;17;0.0
C2;GEOTHERMAL;12;18;0.0
C2;GEOTHERMAL;12;19;0.0
C2;GEOTHERMAL;12;20;0.0
C2;GEOTHERMAL;12;21;0.0
C2;GEOTHERMAL;12;22;0.0
C2;GEOTHERMAL;12;23;0.0
C2;GEOTHERMAL;12;24;0.0
C2;GEOTHERMAL;13;1;0.0
C2;GEOTHERMAL;13;2;0.0
C2;GEOTHERMAL;13;3;0.0
C2;GEOTHERMAL;13;4;0.0
C2;GEOTHERMAL;13;5;0.0
C2;GEOTHERMAL;13;6;0.0
C2;GEOTHERMAL;13;7;0.0
C2;GEOTHERMAL;13;8;0.0
C2;GEOTHERMAL;13;9;0.0
C2;GEOTHERMAL;13;10;0.0
C2;GEOTHERMAL;13;11;0.0
C2;GEOTHERMAL;13;12;0.0
C2;GEOTHERMAL;13;13;0.0
C2;GEOTHERMAL;13;14;0.0
C2;GEOTHERMAL;13;15;0.0
C2;GEOTHERMAL;13;16;0.0
C2;GEOTHERMAL;13;17;0.0
C2;GEOTHERMAL;13;18;0.0
C2;GEOTHERMAL;13;19;0.0
C2;GEOTHERMAL;13;20;0.0
C2;GEOTHERMAL;13;21;0.0
C2;GEOTHERMAL;13;22;0.0
C2;GEOTHERMAL;13;23;0.0
C2;GEOTHERMAL;13;24;0.0
C2;GEOTHERMAL;14;1;0.0
C2;GEOTHERMAL;14;2;0.0
C2;GEOTHERMAL;14;3;0.0
C2;GEOTHERMAL;14;4;0.0
C2;GEOTHERMAL;14;5;0.0
C2;GEOTHERMAL;14;6;0.0
C2;GEOTHERMAL;14;7;0.0
C2;GEOTHERMAL;14;8;0.0
C2;GEOTHERMAL;14;9;0.0
C2;GEOTHERMAL;14;10;0.0
C2;GEOTHERMAL;14;11;0.0
C2;GEOTHERMAL;14;12;0.0
C2;GEOTHERMAL;14;13;0.0
C2;GEOTHERMAL;14;14;0.0
C2;GEOTHERMAL;14;15;0.0
C2;GEOTHERMAL;14;16;0.0
C2;GEOTHERMAL;14;17;0.0
C2;GEOTHERMAL;14;18;0.0
C2;GEOTHERMAL;14;19;0.0
C2;GEOTHERMAL;14;20;0.0
C2;GEOTHERMAL;14;21;0.0
C2;GEOTHERMAL;14;22;0.0
C2;GEOTHERMAL;14;23;0.0
C2;GEOTHERMAL;14;24;0.0
C2;GEOTHERMAL;15;1;0.0
C2;GEOTHERMAL;15;2;0.0
C2;GEOTHERMAL;15;3;0.0
C2;GEOTHERMAL;15;4;0.0
C2;GEOTHERMAL;15;5;0.0
C2;GEOTHERMAL;15;6;0.0
C2;GEOTHERMAL;15;7;0.0
C2;GEOTHERMAL;15;8;0.0
C2;GEOTHERMAL;15;9;0.0
C2;GEOTHERMAL;15;10;0.0
C2;GEOTHERMAL;15;11;0.0
C2;GEOTHERMAL;15;12;0.0
C2;GEOTHERMAL;15;13;0.0
C2;GEOTHERMAL;15;14;0.0
C2;GEOTHERMAL;15;15;0.0
C2;GEOTHERMAL;15;16;0.0
C2;GEOTHERMAL;15;17;0.0
C2;GEOTHERMAL;15;18;0.0
C2;GEOTHERMAL;15;19;0.0
C2;GEOTHERMAL;15;20;0.0
C2;GEOTHERMAL;15;21;0.0
C2;GEOTHERMAL;15;22;0.0
C2;GEOTHERMAL;15;23;0.0
C2;GEOTHERMAL;15;24;0.0
C2;GEOTHERMAL;16;1;0.0
C2;GEOTHERMAL;16;2;0.0
C2;GEOTHERMAL;16;3;0.0
C2;GEOTHERMAL;16;4;0.0
C2;GEOTHERMAL;16;5;0.0
C2;GEOTHERMAL;16;6;0.0
C2;GEOTHERMAL;16;7;0.0
C2;GEOTHERMAL;16;8;0.0
C2;GEOTHERMAL;16;9;0.0
C2;GEOTHERMAL;16;10;0.0
C2;GEOTHERMAL;16;11;0.0
C2;GEOTHERMAL;16;12;0.0
C2;GEOTHERMAL;16;13;0.0
C2;GEOTHERMAL;16;14;0.0
C2;GEOTHERMAL;16;15;0.0
C2;GEOTHERMAL;16;16;0.0
C2;GEOTHERMAL;16;17;0.0
C2;GEOTHERMAL;16;18;0.0
C2;GEOTHERMAL;16;19;0.0
C2;GEOTHERMAL;16;20;0.0
C2;GEOTHERMAL;16;21;0.0
C2;GEOTHERMAL;16;22;0.0
C2;GEOTHERMAL;16;23;0.0
C2;GEOTHERMAL;16;24;0.0
C2;GRID;1;1;0.0
C2;GRID;1;2;0.0
C2;GRID;1;3;0.0
