Unnamed: 0;ELECTRICITY;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
2017-01-01 00:00:00+00:00;1.86e-06;0;0.0;0;0;0.0;0.085;0.085;0.66131025;0.17471839;0.0001;0.0;0.0001
2017-01-01 01:00:00+00:00;1.166e-05;0;0.0;0;0;0.0;0.106;0.106;0.57778656;0.17708861;0.0001;0.0;0.0001
2017-01-01 02:00:00+00:00;1.776e-05;0;0.0;0;0;0.0;0.175;0.175;0.5372018;0.18047462;0.0001;0.0;0.0001
2017-01-01 03:00:00+00:00;2.379e-05;0;0.0;0;0;0.0;0.189;0.189;0.50397559;0.17810441;0.0001;0.0;0.0001
2017-01-01 04:00:00+00:00;3.278e-05;0;0.0;0;0;0.0;0.171;0.171;0.47923566;0.19266428;0.0001;0.0;0.0001
2017-01-01 05:00:00+00:00;6.965e-05;0;4.11e-06;0;0;0.0;0.174;0.174;0.41835147;0.19537309;0.0001;0.0;0.0001
2017-01-01 06:00:00+00:00;0.0002784;0;3.006e-05;0;0;0.031;0.136;0.136;0.37790768;0.19875911;0.0001;0.001;0.0001
2017-01-01 07:00:00+00:00;0.00036531;0;7.165e-05;0;0;0.12;0.074;0.074;0.39995512;0.19334148;0.0001;0.011;0.0001
2017-01-01 08:00:00+00:00;0.00030591;0;0.00011994;0;0;0.202;0.041;0.041;0.4124731;0.25428976;0.0001;0.022;0.0001
2017-01-01 09:00:00+00:00;0.00010434;0;0.0001722;0;0;0.293;0.028;0.028;0.44777155;0.23600527;0.0001;0.042;0.0001
2017-01-01 10:00:00+00:00;7.558e-05;0;0.00022828;0;0;0.389;0.014;0.014;0.50255181;0.17810441;0.0001;0.081;0.0001
2017-01-01 11:00:00+00:00;7.584e-05;0;0.00028587;0;0;0.462;0.002;0.002;0.55620432;0.20925575;0.0001;0.132;0.0001
